name,sci,kingdom,phylum,class,order,family,genus,mass_g,wild,captive,unrecorded,average,maximum,colonial,pred_global,pred_class,lq_global_maximum,lq_class_maximum,quality,note
Rothschild's Rock-wallaby,Petrogale rothschildi,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,4546.31,,,0.5833,0.5833,0.5833,False,18.6787,13.9229,0.0312,0.0419,C,"demoted to C: 23x below its group's fit, past 3 sd"
Bassian thrush,Zoothera lunulata,Animalia,Chordata,Aves,Passeriformes,Turdidae,Zoothera,129.5,0.6,,,0.6,0.6,False,9.5575,14.5075,0.0628,0.0414,C,"demoted to C: 24x below its group's fit, past 3 sd"
Jungle Palm Squirrel,Funambulus tristriatus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funambulus,134.62,,,0.25,0.25,0.25,False,9.6275,6.5284,0.026,0.0383,C,"demoted to C: 25x below its group's fit, past 3 sd"
Silkmoth,Bombyx mori,Animalia,Arthropoda,Insecta,Lepidoptera,Bombycidae,Bombyx,1.0,0.15,0.15,,0.15,0.15,False,3.8247,3.9216,0.0392,0.0382,B,
Crescent Nail-tail Wallaby,Onychogalea lunata,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Onychogalea,3499.99,,,0.5,0.5,0.5,False,17.781,13.1609,0.0281,0.038,C,"demoted to C: 26x below its group's fit, past 3 sd"
Red Tree Vole,Arborimus longicaudus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arborimus,22.39,,,0.1667,0.1667,0.1667,False,6.8678,4.4377,0.0243,0.0376,C,"demoted to C: 25x below its group's fit, past 3 sd"
Black-tailed Dasyure,Murexechinus melanurus,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Murexechinus,38.02,,,0.1667,0.1667,0.1667,False,7.5879,4.9733,0.022,0.0335,C,"demoted to C: 28x below its group's fit, past 3 sd"
Puntilla Tuco-tuco,Ctenomys coludo,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,289.94,,,0.25,0.25,0.25,False,11.1239,7.7003,0.0225,0.0325,C,"demoted to C: 29x below its group's fit, past 3 sd"
Famatina Tuco-tuco,Ctenomys famosus,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,289.94,,,0.25,0.25,0.25,False,11.1239,7.7003,0.0225,0.0325,C,"demoted to C: 29x below its group's fit, past 3 sd"
Tawny Tuco-tuco,Ctenomys fulvus,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,289.94,,,0.25,0.25,0.25,False,11.1239,7.7003,0.0225,0.0325,C,"demoted to C: 29x below its group's fit, past 3 sd"
San Juan Tuco-tuco,Ctenomys johannis,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,289.94,,,0.25,0.25,0.25,False,11.1239,7.7003,0.0225,0.0325,C,"demoted to C: 29x below its group's fit, past 3 sd"
Sierra Tontal Tuco-tuco,Ctenomys tulduco,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,289.94,,,0.25,0.25,0.25,False,11.1239,7.7003,0.0225,0.0325,C,"demoted to C: 29x below its group's fit, past 3 sd"
Blotched blind snake,Afrotyphlops congestus,Animalia,Chordata,Reptilia,Squamata,Typhlopidae,Afrotyphlops,131.0,,,0.3,0.3,0.3,False,9.5783,11.2643,0.0313,0.0266,C,"demoted to C: 36x below its group's fit, past 3 sd"
Guinea Blind Snake,Afrotyphlops liberiensis,Animalia,Chordata,Reptilia,Squamata,Typhlopidae,Afrotyphlops,131.0,,,0.3,0.3,0.3,False,9.5783,11.2643,0.0313,0.0266,C,"demoted to C: 36x below its group's fit, past 3 sd"
Spotted Blind Snake,Afrotyphlops punctatus,Animalia,Chordata,Reptilia,Squamata,Typhlopidae,Afrotyphlops,131.0,,,0.3,0.3,0.3,False,9.5783,11.2643,0.0313,0.0266,C,"demoted to C: 36x below its group's fit, past 3 sd"
Swamp Musk Shrew,Crocidura mariquensis,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,10.025,,,0.0833,0.0833,0.0833,False,5.9034,3.7331,0.0141,0.0223,C,"demoted to C: 42x below its group's fit, past 3 sd"
Blackish White-toothed Shrew,Crocidura nigricans,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,10.35,,,0.0833,0.0833,0.0833,False,5.939,3.7588,0.014,0.0222,C,"demoted to C: 42x below its group's fit, past 3 sd"
Tarella Shrew,Crocidura tarella,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,12.42,,,0.0833,0.0833,0.0833,False,6.1465,3.9092,0.0136,0.0213,C,"demoted to C: 44x below its group's fit, past 3 sd"
Turbo Shrew,Crocidura turba,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,12.42,,,0.0833,0.0833,0.0833,False,6.1465,3.9092,0.0136,0.0213,C,"demoted to C: 44x below its group's fit, past 3 sd"
Thomas's Mouse,Mus sorella,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,12.535,,,0.0833,0.0833,0.0833,False,6.1571,3.917,0.0135,0.0213,C,"demoted to C: 44x below its group's fit, past 3 sd"
Gray-bellied Mouse,Mus triton,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,12.535,,,0.0833,0.0833,0.0833,False,6.1571,3.917,0.0135,0.0213,C,"demoted to C: 44x below its group's fit, past 3 sd"
Moonshine Shrew,Crocidura luna,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,12.55,,,0.0833,0.0833,0.0833,False,6.1585,3.918,0.0135,0.0213,C,"demoted to C: 44x below its group's fit, past 3 sd"
MacMillan's Shrew,Crocidura macmillani,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,12.8,,,0.0833,0.0833,0.0833,False,6.1814,3.9346,0.0135,0.0212,C,"demoted to C: 44x below its group's fit, past 3 sd"
Smallhead Worm Lizard,Amphisbaena microcephalum,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,58.7,,,0.2,0.2,0.2,False,8.2345,9.5075,0.0243,0.021,C,"demoted to C: 46x below its group's fit, past 3 sd"
Falanouc,Eupleres goudotii,Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Eupleres,2881.67,,,0.25,0.25,0.25,False,17.1419,12.6217,0.0146,0.0198,C,"demoted to C: 49x below its group's fit, past 3 sd"
Northern Marsupial Mole,Notoryctes caurinus,Animalia,Chordata,Mammalia,Notoryctemorphia,Notoryctidae,Notoryctes,34.0,,,0.0833,0.0833,0.0833,False,7.4299,4.8551,0.0112,0.0172,C,"demoted to C: 55x below its group's fit, past 3 sd"
Southeastern Pocket Gopher,Geomys pinetis,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Geomys,195.75,,,0.0833,0.0833,0.0833,False,10.3308,7.0761,0.0081,0.0118,C,"demoted to C: 81x below its group's fit, past 3 sd"
Hose's Palm Civet,Diplogale hosei,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Diplogale,5452.04,,,0.1667,0.1667,0.1667,False,19.3287,14.478,0.0086,0.0115,C,"demoted to C: 85x below its group's fit, past 3 sd"
Indian Hare,Lepus nigricollis,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,2196.88,,,0.0833,0.0833,0.0833,False,16.2881,11.9059,0.0051,0.007,C,"demoted to C: 138x below its group's fit, past 3 sd"
Acris blanchardi,Acris blanchardi,Animalia,Chordata,Amphibia,Anura,Hylidae,Acris,3.8,,,1.5,1.5,1.5,False,4.9178,,0.305,,C,
Northern cricket frog,Acris crepitans,Animalia,Chordata,Amphibia,Anura,Hylidae,Acris,1.69,,4.9,,4.9,4.9,False,4.2219,,1.1606,,C,
Red-eyed treefrog,Agalychnis callidryas,Animalia,Chordata,Amphibia,Anura,Hylidae,Agalychnis,10.0,5.0,9.0,,7.0,9.0,False,5.9007,,1.5253,,B,
Maroon-eyed tree frog,Agalychnis spurrelli,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Agalychnis,70.0,,5.5,,5.5,5.5,False,8.5121,,0.6461,,B,
Allobates femoralis,Allobates femoralis,Animalia,Chordata,Amphibia,Anura,Aromobatidae,Allobates,4.1,,,6.0,6.0,6.0,False,4.9887,,1.2027,,C,
Alytes cisternasii,Alytes cisternasii,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,6.1,,,6.0,6.0,6.0,False,5.3762,,1.116,,C,
Alytes obstetricans,Alytes obstetricans,Animalia,Chordata,Amphibia,Anura,Alytidae,Alytes,13.4,,,7.0,7.0,7.0,False,6.235,,1.1227,,C,
Ambystoma jeffersonianum,Ambystoma jeffersonianum,Animalia,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,17.2,,,3.0,3.0,3.0,False,6.5351,,0.4591,,C,
Spotted salamander,Ambystoma maculatum,Animalia,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,12.84,,,32.0,32.0,32.0,False,6.1851,,5.1738,,B,
Ambystoma mavortium,Ambystoma mavortium,Animalia,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,5.0,,,32.0,32.0,32.0,False,5.1786,,6.1792,,C,
Axolotl,Ambystoma mexicanum,Animalia,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,100.0,15.0,25.0,,20.0,25.0,False,9.1034,,2.7462,,B,
Mole salamander,Ambystoma talpoideum,Animalia,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,5.93,,,9.0,9.0,9.0,False,5.3477,,1.683,,B,
Small-mouthed salamander,Ambystoma texanum,Animalia,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,10.98,,13.8,,13.8,13.8,False,6.0055,,2.2979,,B,
Tiger salamander,Ambystoma tigrinum,Animalia,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,120.0,16.0,25.0,,20.5,25.0,False,9.4214,,2.6535,,B,
Ameerega hahneli,Ameerega hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega,0.58,,,3.0,3.0,3.0,False,3.4518,,0.8691,,C,
Amietophrynus pardalis,Amietophrynus pardalis,Animalia,Chordata,Amphibia,Anura,Bufonidae,Amietophrynus,162.6,,,6.0,6.0,6.0,False,9.976,,0.6014,,C,
Amolops mantzorum,Amolops mantzorum,Animalia,Chordata,Amphibia,Anura,Ranidae,Amolops,36.0,,,9.0,9.0,9.0,False,7.5103,,1.1984,,C,
Two-toed amphiuma,Amphiuma means,Animalia,Chordata,Amphibia,Urodela,Amphiumidae,Amphiuma,500.0,27.0,27.0,,27.0,27.0,False,12.326,,2.1905,,B,
American toad,Anaxyrus americanus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,40.0,10.0,36.0,,23.0,36.0,False,7.6607,,4.6993,,B,
Anaxyrus baxteri,Anaxyrus baxteri,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,56.0,,,5.0,5.0,5.0,False,8.1618,,0.6126,,C,
Arroyo toad,Anaxyrus californicus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,20.6,8.0,,,8.0,8.0,False,6.7609,,1.1833,,B,
Great plains toad,Anaxyrus cognatus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,25.0,,10.7,,10.7,10.7,False,7.0119,,1.526,,C,
Anaxyrus fowleri,Anaxyrus fowleri,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,34.9,,,5.0,5.0,5.0,False,7.4665,,0.6697,,C,
Red-spotted toad,Anaxyrus punctatus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,60.0,,11.3,,11.3,11.3,False,8.2685,,1.3666,,B,
Southern toad,Anaxyrus terrestris,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,19.267,,10.0,,10.0,10.0,False,6.6762,,1.4978,,B,
Anaxyrus woodhousii,Anaxyrus woodhousii,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,16.4,,,8.0,8.0,8.0,False,6.4767,,1.2352,,C,
Andrias davidianus,Andrias davidianus,Animalia,Chordata,Amphibia,Urodela,Cryptobranchidae,Andrias,4100.0,,,19.9,19.9,19.9,False,18.3187,,1.0863,,C,
Japanese giant salamander,Andrias japonicus,Animalia,Chordata,Amphibia,Urodela,Cryptobranchidae,Andrias,25000.0,55.0,52.0,,53.5,55.0,False,25.7479,,2.1361,,B,
Aneides aeneus,Aneides aeneus,Animalia,Chordata,Amphibia,Urodela,Plethodontidae,Aneides,3.89,,,13.0,13.0,13.0,False,4.9396,,2.6318,,C,
Argenteohyla siemersi,Argenteohyla siemersi,Animalia,Chordata,Amphibia,Anura,Hylidae,Argenteohyla,44.0,,,5.0,5.0,5.0,False,7.7995,,0.6411,,C,
Arthroleptis poecilonotus,Arthroleptis poecilonotus,Animalia,Chordata,Amphibia,Anura,Arthroleptina,Arthroleptis,2.69,,,0.3,0.3,0.3,False,4.6081,,0.0651,,C,
Babina pleuraden,Babina pleuraden,Animalia,Chordata,Amphibia,Anura,Ranidae,Babina,13.3,,,3.9,3.9,3.9,False,6.2262,,0.6264,,C,
Batrachoseps attenuatus,Batrachoseps attenuatus,Animalia,Chordata,Amphibia,Urodela,Plethodontidae,Batrachoseps,1.8,,,8.0,8.0,8.0,False,4.2724,,1.8725,,C,
Batrachuperus tibetanus,Batrachuperus tibetanus,Animalia,Chordata,Amphibia,Urodela,Hynobiidae,Batrachuperus,32.6,,,8.0,8.0,8.0,False,7.3713,,1.0853,,C,
Boehmantis microtympanum,Boehmantis microtympanum,Animalia,Chordata,Amphibia,Anura,Mantellidae,Boehmantis,98.1,,,7.0,7.0,7.0,False,9.0706,,0.7717,,C,
Firebelly toad,Bombina bombina,Animalia,Chordata,Amphibia,Anura,Bombinatoridae,Bombina,5.9,,20.0,,20.0,20.0,False,5.3426,,3.7435,,B,
Oriental firebelly toad,Bombina orientalis,Animalia,Chordata,Amphibia,Anura,Bombinatoridae,Bombina,13.1,,15.8,,15.8,15.8,False,6.2085,,2.5449,,B,
Yellow-bellied toad,Bombina variegata,Animalia,Chordata,Amphibia,Anura,Bombinatoridae,Bombina,6.77,,29.0,,29.0,29.0,False,5.4828,,5.2893,,B,
Boophis tsilomaro,Boophis tsilomaro,Animalia,Chordata,Amphibia,Anura,Mantellidae,Boophis,16.5,,,11.0,11.0,11.0,False,6.4842,,1.6964,,C,
Common toad,Bufo bufo,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,60.0,12.0,36.0,,24.0,36.0,False,8.2685,,4.3538,,B,
Bufo gargarizans,Bufo gargarizans,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,116.2,,,9.0,9.0,9.0,False,9.3645,,0.9611,,C,
Bufo japonicus,Bufo japonicus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,415.0,,,8.0,8.0,8.0,False,11.901,,0.6722,,C,
Bufo pentoni,Bufo pentoni,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,29.8,,,6.0,6.0,6.0,False,7.2477,,0.8279,,C,
Bufo stejnegeri,Bufo stejnegeri,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,20.5,,,6.0,6.0,6.0,False,6.7547,,0.8883,,C,
Pyrenean brook newt,Calotriton asper,Animalia,Chordata,Amphibia,Urodela,Salamandridae,Calotriton,7.1,26.0,,,26.0,26.0,False,5.5321,,4.6998,,B,
Amazonian horned frog,Ceratophrys cornuta,Animalia,Chordata,Amphibia,Anura,Ceratophryidae,Ceratophrys,130.0,,10.3,,10.3,10.3,False,9.5644,,1.0769,,B,
Argentine horned frog,Ceratophrys ornata,Animalia,Chordata,Amphibia,Anura,Ceratophryidae,Ceratophrys,300.0,7.0,15.0,,11.0,15.0,False,11.1956,,1.3398,,B,
Chioglossa lusitanica,Chioglossa lusitanica,Animalia,Chordata,Amphibia,Urodela,Salamandridae,Chioglossa,4.2,,,8.0,8.0,8.0,False,5.0114,,1.5964,,C,
Goliath frog,Conraua goliath,Animalia,Chordata,Amphibia,Anura,Conrauidae,Conraua,3250.0,,5.9,,5.9,5.9,False,17.5346,,0.3365,,B,
Crinia signifera,Crinia signifera,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Crinia,1.9,,,7.0,7.0,7.0,False,4.3161,,1.6218,,C,
Hellbender,Cryptobranchus alleganiensis,Animalia,Chordata,Amphibia,Urodela,Cryptobranchidae,Cryptobranchus,400.0,30.0,29.0,,29.5,30.0,False,11.8188,,2.5383,,B,
Japanese firebelly newt,Cynops pyrrhogaster,Animalia,Chordata,Amphibia,Urodela,Salamandridae,Cynops,6.7,,25.0,,25.0,25.0,False,5.4721,,4.5687,,B,
Dyeing poison frog,Dendrobates tinctorius,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,4.0,10.0,20.0,,15.0,20.0,False,4.9656,,4.0277,,B,
Seal salamander,Desmognathus monticola,Animalia,Chordata,Amphibia,Urodela,Plethodontidae,Desmognathus,8.2,,17.7,,17.7,17.7,False,5.6842,,3.1139,,B,
Allegheny mountain dusky salamander,Desmognathus ochrophaeus,Animalia,Chordata,Amphibia,Urodela,Plethodontidae,Desmognathus,0.6,,19.8,,19.8,19.8,False,3.474,,5.6996,,B,
Desmognathus ocoee,Desmognathus ocoee,Animalia,Chordata,Amphibia,Urodela,Plethodontidae,Desmognathus,1.4,,,10.0,10.0,10.0,False,4.0749,,2.4541,,C,
Black-bellied salamander,Desmognathus quadramaculatus,Animalia,Chordata,Amphibia,Urodela,Plethodontidae,Desmognathus,14.34,,15.0,,15.0,15.0,False,6.3151,,2.3753,,B,
Treefrog,Diaglena spatulata,Animalia,Chordata,Amphibia,Anura,Hylidae,Diaglena,100.0,,12.8,,12.8,12.8,False,9.1034,,1.4061,,B,
Discoglossus galganoi,Discoglossus galganoi,Animalia,Chordata,Amphibia,Anura,Alytidae,Discoglossus,21.8,,,9.0,9.0,9.0,False,6.8333,,1.3171,,C,
Duttaphrynus melanostictus,Duttaphrynus melanostictus,Animalia,Chordata,Amphibia,Anura,Bufonidae,Duttaphrynus,122.3,,,4.0,4.0,4.0,False,9.4551,,0.4231,,C,
Dyscophus antongilii,Dyscophus antongilii,Animalia,Chordata,Amphibia,Anura,Microhylidae,Dyscophus,105.0,,,11.0,11.0,11.0,False,9.1874,,1.1973,,C,
Dyscophus guineti,Dyscophus guineti,Animalia,Chordata,Amphibia,Anura,Microhylidae,Dyscophus,145.6,,,7.0,7.0,7.0,False,9.7707,,0.7164,,C,
Ensatina eschscholtzii,Ensatina eschscholtzii,Animalia,Chordata,Amphibia,Urodela,Plethodontidae,Ensatina,61.0,,,15.0,15.0,15.0,False,8.2943,,1.8085,,C,
Epidalea calamita,Epidalea calamita,Animalia,Chordata,Amphibia,Anura,Bufonidae,Epidalea,62.7,,,17.0,17.0,17.0,False,8.3374,,2.039,,C,
Euphlyctis hexadactylus,Euphlyctis hexadactylus,Animalia,Chordata,Amphibia,Anura,Dicroglossidae,Euphlyctis,300.0,,,6.25,6.25,6.25,False,11.1956,,0.5583,,C,
Fejervarya limnocharis,Fejervarya limnocharis,Animalia,Chordata,Amphibia,Anura,Dicroglossidae,Fejervarya,7.0,,,4.0,4.0,4.0,False,5.5174,,0.725,,C,
Eastern narrow-mouthed toad,Gastrophryne carolinensis,Animalia,Chordata,Amphibia,Anura,Microhylidae,Gastrophryne,2.59,,6.8,,6.8,6.8,False,4.5753,,1.4862,,B,
Geocrinia alba,Geocrinia alba,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Geocrinia,0.65,,,6.0,6.0,6.0,False,3.5267,,1.7013,,C,
Geocrinia vitellina,Geocrinia vitellina,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Geocrinia,0.69,,,6.0,6.0,6.0,False,3.5666,,1.6823,,C,
Glandirana rugosa,Glandirana rugosa,Animalia,Chordata,Amphibia,Anura,Ranidae,Glandirana,18.2,,,5.0,5.0,5.0,False,6.605,,0.757,,C,
Guibemantis bicalcaratus,Guibemantis bicalcaratus,Animalia,Chordata,Amphibia,Anura,Mantellidae,Guibemantis,1.2,,,1.0,1.0,1.0,False,3.9583,,0.2526,,C,
Guibemantis punctatus,Guibemantis punctatus,Animalia,Chordata,Amphibia,Anura,Mantellidae,Guibemantis,1.2,,,1.0,1.0,1.0,False,3.9583,,0.2526,,C,
African tigrine frog,Hoplobatrachus occipitalis,Animalia,Chordata,Amphibia,Anura,Dicroglossidae,Hoplobatrachus,48.1,,10.9,,10.9,10.9,False,7.9314,,1.3743,,B,
Hoplobatrachus tigerinus,Hoplobatrachus tigerinus,Animalia,Chordata,Amphibia,Anura,Dicroglossidae,Hoplobatrachus,600.0,,,7.0,7.0,7.0,False,12.7565,,0.5487,,C,
Hyla annectans,Hyla annectans,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,6.5,,,5.0,5.0,5.0,False,5.4409,,0.919,,C,
European tree frog,Hyla arborea,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,9.5,,22.0,,22.0,22.0,False,5.8439,,3.7646,,B,
Cope's gray treefrog,Hyla chrysoscelis,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,11.2,,7.8,,7.8,7.8,False,6.0279,,1.294,,B,
Japanese treefrog,Hyla japonica,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,4.1,,8.9,,8.9,8.9,False,4.9887,,1.784,,B,
Hyla sarda,Hyla sarda,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,4.0,,,5.0,5.0,5.0,False,4.9656,,1.0069,,C,
Squirrel treefrog,Hyla squirella,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,2.88,,8.5,,8.5,8.5,False,4.6677,,1.821,,B,
Grey treefrog,Hyla versicolor,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,8.0,7.0,9.0,,8.0,9.0,False,5.6579,,1.5907,,B,
Hylarana guentheri,Hylarana guentheri,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,48.8,,,6.0,6.0,6.0,False,7.953,,0.7544,,C,
Hylarana nigrovittata,Hylarana nigrovittata,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,14.8,,,9.0,9.0,9.0,False,6.3528,,1.4167,,C,
Hylarana taipehensis,Hylarana taipehensis,Animalia,Chordata,Amphibia,Anura,Ranidae,Hylarana,6.8,,,4.0,4.0,4.0,False,5.4873,,0.729,,C,
Hynobius kimurae,Hynobius kimurae,Animalia,Chordata,Amphibia,Urodela,Hynobiidae,Hynobius,14.9,,,27.0,27.0,27.0,False,6.3608,,4.2447,,C,
Chinese salamander,Hynobius leechii,Animalia,Chordata,Amphibia,Urodela,Hynobiidae,Hynobius,7.7,,7.1,,7.1,7.1,False,5.6173,,1.264,,B,
Clouded salamander,Hynobius nebulosus,Animalia,Chordata,Amphibia,Urodela,Hynobiidae,Hynobius,4.4,,14.2,,14.2,14.2,False,5.0555,,2.8088,,B,
Hynobius quelpaertensis,Hynobius quelpaertensis,Animalia,Chordata,Amphibia,Urodela,Hynobiidae,Hynobius,7.3,,,10.0,10.0,10.0,False,5.5611,,1.7982,,C,
Hynobius tokyoensis,Hynobius tokyoensis,Animalia,Chordata,Amphibia,Urodela,Hynobiidae,Hynobius,7.9,,,21.0,21.0,21.0,False,5.6445,,3.7204,,C,
Hynobius yangi,Hynobius yangi,Animalia,Chordata,Amphibia,Urodela,Hynobiidae,Hynobius,4.8,,,11.0,11.0,11.0,False,5.139,,2.1405,,C,
Hyperolius nitidulus,Hyperolius nitidulus,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius,2.4,,,1.0,1.0,1.0,False,4.5102,,0.2217,,C,
Yellow-striped caecilian,Ichthyophis kohtaoensis,Animalia,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis,99.5,,7.3,,7.3,7.3,False,9.0948,,0.8027,,B,
Laureutis alpine salamander,Ichthyosaura alpestris,Animalia,Chordata,Amphibia,Urodela,Salamandridae,Ichthyosaura,3.9,,15.0,,15.0,15.0,False,4.9419,,3.0352,,B,
"Sonoran desert toad, or Colorado river toad",Incilius alvarius,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,237.7,,15.4,,15.4,15.4,False,10.7155,,1.4372,,B,
Incilius nebulifer,Incilius nebulifer,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,46.64,,,8.0,8.0,8.0,False,7.8855,,1.0145,,C,
Leiopelma hamiltoni,Leiopelma hamiltoni,Animalia,Chordata,Amphibia,Anura,Leiopelmatidae,Leiopelma,8.0,,,23.0,23.0,23.0,False,5.6579,,4.0651,,C,
Leptodactylus macrosternum,Leptodactylus macrosternum,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,161.0,,,2.0,2.0,2.0,False,9.9575,,0.2009,,C,
Tungara frog,Leptodactylus pentadactylus,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,415.0,,18.8,,18.8,18.8,False,11.901,,1.5797,,B,
Bosca's newt,Lissotriton boscai,Animalia,Chordata,Amphibia,Urodela,Salamandridae,Lissotriton,1.77,8.0,,,8.0,8.0,False,4.2589,,1.8784,,B,
Lissotriton helveticus,Lissotriton helveticus,Animalia,Chordata,Amphibia,Urodela,Salamandridae,Lissotriton,1.8,,,11.0,11.0,11.0,False,4.2724,,2.5747,,C,
Smooth newt,Lissotriton vulgaris,Animalia,Chordata,Amphibia,Urodela,Salamandridae,Lissotriton,4.0,6.0,20.0,,13.0,20.0,False,4.9656,,4.0277,,B,
American bullfrog,Lithobates catesbeianus,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,500.0,8.0,16.0,,12.0,16.0,False,12.326,,1.2981,,B,
Lithobates chiricahuensis,Lithobates chiricahuensis,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,137.3,,,11.0,11.0,11.0,False,9.6633,,1.1383,,C,
Green frog,Lithobates clamitans,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,47.9,,10.0,,10.0,10.0,False,7.9252,,1.2618,,B,
Northern leopard frog,Lithobates pipiens,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,29.0222,9.0,,,9.0,9.0,False,7.2116,,1.248,,B,
Mink frog,Lithobates septentrionalis,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,25.9,6.0,,,6.0,6.0,False,7.0587,,0.85,,B,
Lithobates sphenocephalus,Lithobates sphenocephalus,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,65.7,,,6.0,6.0,6.0,False,8.4111,,0.7133,,C,
Wood frog,Lithobates sylvaticus,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,7.88,,,5.0,5.0,5.0,False,5.6418,,0.8862,,C,
Litoria aurea,Litoria aurea,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,50.0,,,10.0,10.0,10.0,False,7.9895,,1.2516,,C,
Australian green treefrog,Litoria caerulea,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,50.0,,20.0,,20.0,20.0,False,7.9895,,2.5033,,B,
Litoria chloris,Litoria chloris,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,28.9,,,6.0,6.0,6.0,False,7.2059,,0.8326,,C,
Litoria lesueurii,Litoria lesueurii,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,24.0,,,5.0,5.0,5.0,False,6.9582,,0.7186,,C,
Litoria pearsoniana,Litoria pearsoniana,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,4.1,,,3.0,3.0,3.0,False,4.9887,,0.6014,,C,
