common_name,scientific_name,kingdom,phylum,class,order,family,genus,mass_g,wild_yr,captive_yr,colonial,quality,note
Unadorned Rock-wallaby,Petrogale inornata,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,4555.52,6.98333,,no,B,
Black-flanked Rock-wallaby,Petrogale lateralis,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,5283.94,14.4,,no,B,
Brush-tailed rock wallaby,Petrogale penicillata,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,6000,,14.3,no,B,
Proserpine Rock-wallaby,Petrogale persephone,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,5585.63,10,,no,B,
Purple-necked Rock-wallaby,Petrogale purpureicollis,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,5283.94,14.4,,no,B,
Rothschild's Rock-wallaby,Petrogale rothschildi,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,4546.31,0.583333,,no,B,
Ringtailed rock wallaby,Petrogale xanthopus,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,6000,,14.4,no,B,
Dassie Rat,Petromus typicus,Animalia,Chordata,Mammalia,Rodentia,Petromuridae,Petromus,212,7.06667,,no,B,
Rock-haunting ringtail,Petropseudes dahli,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petropseudes,1877.03,3.075,,no,B,
Desert Warthog,Phacochoerus aethiopicus,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,73303.8,18.8,,no,B,
Warthog,Phacochoerus africanus,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,70000,15,21,no,B,
Mountain Cuscus,Phalanger carmelitae,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,1835.44,2.49167,,no,B,
Ground cuscus,Phalanger gymnotis,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,2400,,18.9,no,B,
Eastern Common Cuscus,Phalanger intercastellanus,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,2100,4.1,,no,B,
Woodlark Cuscus,Phalanger lullulae,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,1918.75,4.1,,no,B,
Blue-eyed Cuscus,Phalanger matabiru,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,2293.75,4.1,,no,B,
Southern Common Cuscus,Phalanger mimicus,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,2293.75,4.1,,no,B,
Northern Common Cuscus,Phalanger orientalis,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,2293.75,4.1,,no,B,
Ornate Cuscus,Phalanger ornatus,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,2293.75,4.1,,no,B,
Rothschild's Cuscus,Phalanger rothschildi,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,1365,3.40833,,no,B,
Stein's Cuscus,Phalanger vestitus,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,1850,2.49167,,no,B,
Mt. d'Ambre Fork-crowned Lemur,Phaner electromontis,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Phaner,400,25.45,,no,B,
"Masoala fork-marked lemur, or Fork-marked lemur",Phaner furcifer,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Phaner,400,,25,no,B,
Pale Fork-crowned Lemur,Phaner pallescens,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Phaner,400,25.45,,no,B,
Pariente's Fork-crowned Lemur,Phaner parienti,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Phaner,400,25.45,,no,B,
Red-tailed phascogale,Phascogale calura,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Phascogale,43,,4.7,no,B,
Brush-tailed phascogale,Phascogale tapoatafa,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Phascogale,193.5,,5.9,no,B,
Koala,Phascolarctos cinereus,Animalia,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,8000,18,20,no,B,
Western Heather Vole,Phenacomys intermedius,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phenacomys,25.2,4,,no,B,
Eastern Heather Vole,Phenacomys ungava,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phenacomys,27,4,,no,B,
Anderson's Four-eyed Opossum,Philander andersoni,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Philander,329.995,2.3,,no,B,
Southeastern Four-eyed Opossum,Philander frenatus,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Philander,510,4.40833,,no,B,
McIlhenny's Four-eyed Opossum,Philander mcilhennyi,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Philander,365.5,2.3,,no,B,
Gray four-eyed opossum,Philander opossum,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Philander,450,,4.4,no,B,
Maxwell's duiker,Philantomba maxwellii,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,7000,,18.3,no,B,
Blue duiker,Philantomba monticola,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,6250,,15.9,no,B,
Slender-tailed cloud rat,Phloeomys cumingi,Animalia,Chordata,Mammalia,Rodentia,Muridae,Phloeomys,1750,,13.6,no,B,
Northern Luzon slender-tailed cloud rat,Phloeomys pallidus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Phloeomys,1744,,10.7,no,B,
Spotted Seal,Phoca largha,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,93097.9,47.6,,no,B,
Harbor seal,Phoca vitulina,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,80000,35,35,no,B,
New Zealand Sealion,Phocarctos hookeri,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Phocarctos,273500,23,,no,B,
Harbour porpoise,Phocoena phocoena,Animalia,Chordata,Mammalia,Artiodactyla,Phocoenidae,Phocoena,55000,24,20,no,B,
Dall's porpoise,Phocoenoides dalli,Animalia,Chordata,Mammalia,Artiodactyla,Phocoenidae,Phocoenoides,120000,22,,no,B,
Campbell's Desert Hamster,Phodopus campbelli,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus,28.745,3.90833,,no,B,
Desert hamster,Phodopus roborovskii,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus,12.02,,4.8,no,B,
Dzhungarian hamster,Phodopus sungorus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus,23.4,,3.9,no,B,
Drab Atlantic Tree-rat,Phyllomys dasythrix,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Phyllomys,260,2.325,,no,B,
Pale spear-nosed bat,Phyllostomus discolor,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,43.4,9,,no,B,
Greater spear-nosed bat,Phyllostomus hastatus,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,81,18,,no,B,
Peruvian Pericote,Phyllotis amicus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,20.19,2.90833,,no,B,
Bonaerense Pericote,Phyllotis bonariensis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,49,3.99167,,no,B,
Capricorn Pericote,Phyllotis caprinus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,50.8,3.99167,,no,B,
Darwin's Pericote,Phyllotis darwini,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,49.91,3.99167,,no,B,
Ancash Pericote,Phyllotis definitus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,50.82,3.99167,,no,B,
Lima Pericote,Phyllotis limatus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,50.825,3.99167,,no,B,
Majestic Pericote,Phyllotis magister,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,50.825,3.99167,,no,B,
Osgood's Pericote,Phyllotis osgoodi,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,49,3.99167,,no,B,
Wolffsohn's Pericote,Phyllotis wolffsohni,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,49,3.99167,,no,B,
Yellow-rumped Pericote,Phyllotis xanthopygus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,50.825,3.99167,,no,B,
Sperm Whale,Physeter catodon,Animalia,Chordata,Mammalia,Artiodactyla,Physeteridae,Physeter,1.01e+07,100,,no,B,
Sperm whale,Physeter macrocephalus,Animalia,Chordata,Mammalia,Artiodactyla,Physeteridae,Physeter,3e+07,77,,no,B,
Western Red Colobus,Piliocolobus badius,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Piliocolobus,8070.5,3.15833,,no,B,
Central African Red Colobus,Piliocolobus foai,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Piliocolobus,7259,3.15833,,no,B,
Zanzibar Red Colobus,Piliocolobus kirkii,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Piliocolobus,7158.29,2.16667,,no,B,
Pennant's Red Colobus,Piliocolobus pennantii,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Piliocolobus,8092.75,3.15833,,no,B,
Japanese Pipistrelle,Pipistrellus abramus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,5.395,2.90833,,no,B,
Desert Pipistrelle,Pipistrellus deserti,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,5.095,8,,no,B,
Dusky Pipistrelle,Pipistrellus hesperidus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,6,8,,no,B,
Western Pipistrelle,Pipistrellus hesperus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,3.56,6.0825,,no,B,
Javan Pipistrelle,Pipistrellus javanicus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,4.92,2.90833,,no,B,
Kuhl's pipistrelle,Pipistrellus kuhlii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,6,8,,no,B,
Nathusius's pipistrelle,Pipistrellus nathusii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,10,11,,no,B,
Mount Popa Pipistrelle,Pipistrellus paterculus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,4.92,2.90833,,no,B,
Common pipistrelle,Pipistrellus pipistrellus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,6,16,16,no,B,
Soprano Pipistrelle,Pipistrellus pygmaeus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,5,16.7,,no,B,
Eastern Pipistrelle,Pipistrellus subflavus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,6.62,15,,no,B,
Malay Peninsula Pithecheir,Pithecheir parvus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pithecheir,104,1,,no,B,
Equatorial Saki,Pithecia aequatorialis,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,2375.91,14.9,,no,B,
Rio Tapajos Saki,Pithecia irrorata,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,2018.11,25,,no,B,
Monk saki,Pithecia monachus,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,1780,,25,no,B,
Guianan saki,Pithecia pithecia,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,1480,,36,no,A,
Hispaniolan hutia,Plagiodontia aedium,Animalia,Chordata,Mammalia,Rodentia,Capromyidae,Plagiodontia,1267,,15.9,no,B,
Paucident Planigale,Planigale gilesi,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,9.1,5,,no,B,
Long-tailed Planigale,Planigale ingrami,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,6.035,1.3,,no,B,
Pygmy planigale,Planigale maculata,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,10,,5.8,no,B,
New Guinean Planigale,Planigale novaeguineae,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,14.9,0.416667,,no,B,
Narrow-nosed planigale,Planigale tenuirostris,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,5.3,,5.2,no,B,
Ganges River Dolphin,Platanista gangetica,Animalia,Chordata,Mammalia,Artiodactyla,Platanistidae,Platanista,86500,28,,no,B,
Indus River Dolphin,Platanista minor,Animalia,Chordata,Mammalia,Artiodactyla,Platanistidae,Platanista,84000,28,,no,B,
White-lined broad-nosed bat,Platyrrhinus lineatus,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,22,,13,no,B,
Brown big-eared bat,Plecotus auritus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,7.8,30,,no,B,
Gray big-eared bat,Plecotus austriacus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,12,25.5,,no,B,
Kolombatovic's Long-eared Bat,Plecotus kolombatovici,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,8.19,30,,no,B,
Canary Long-eared Bat,Plecotus teneriffae,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,9.195,30,,no,B,
Coppery titi,Plecturocebus cupreus,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,1120,,26.4,no,B,
Bolivian titi,Plecturocebus donacophilus,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,795,,25,no,B,
Dusky titi,Plecturocebus moloch,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,804,,26.2,no,B,
Florida mouse,Podomys floridanus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Podomys,32,,7.4,no,B,
African Striped Weasel,Poecilogale albinucha,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Poecilogale,282.83,6.24167,,no,B,
Bruijn's Pogonomelomys,Pogonomelomys bruijni,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pogonomelomys,159.22,0.75,,no,B,
"Chestnut pogonomys, or Long-tailed tree mouse",Pogonomys macrourus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pogonomys,57,,3.1,no,B,
Leighton's Linsang,Poiana leightoni,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Poiana,570.08,5.65833,,no,B,
African Linsang,Poiana richardsonii,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Poiana,570.08,5.65833,,no,B,
Franklin's ground squirrel,Poliocitellus franklinii,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Poliocitellus,459,,7.2,no,B,
Sumatran Orangutan,Pongo abelii,Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,53408.3,60,,no,B,
Bornean orangutan,Pongo pygmaeus,Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,55000,45,59,no,A,
Franciscana,Pontoporia blainvillei,Animalia,Chordata,Mammalia,Artiodactyla,Iniidae,Pontoporia,40416.7,16,,no,B,
Bush-pig,Potamochoerus larvatus,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Potamochoerus,70500.2,22.5417,,no,B,
Red river hog,Potamochoerus porcus,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Potamochoerus,88000,,22,no,A,
Gilbert's Potoroo,Potorous gilbertii,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,1087.34,15.0583,,no,B,
Long-footed potoroo,Potorous longipes,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,1650,,15.3,no,B,
Long-nosed potoroo,Potorous tridactylus,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,1430,,14.5,no,B,
Kinkajou,Potos flavus,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Potos,3000,,38.4,no,B,
East African Praomys,Praomys delectorum,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,36.97,5.2,,no,B,
Jackson's Praomys,Praomys jacksoni,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,37.1,5.2,,no,B,
Lukolela Praomys,Praomys lukolelae,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,37.035,5.2,,no,B,
Least Praomys,Praomys minor,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,37.1,5.2,,no,B,
West African Praomys,Praomys rostratus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,36.97,5.2,,no,B,
"Tullberg's praomys, or Tullberg's rock rat",Praomys tullbergi,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,30,,5.2,no,B,
Sarawak Surili,Presbytis chrysomelas,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,6466.75,20.7083,,no,B,
Banded Surili,Presbytis femoralis,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,6466.75,20.7083,,no,B,
"Black-crested sumatran langur, or Mitred leaf monkey",Presbytis melalophos,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,6540,,20,no,B,
Natuna Island Surili,Presbytis natunae,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,6460,20.7083,,no,B,
Maroon Leaf-Monkey,Presbytis rubicunda,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,6324.27,7.31667,,no,B,
White-thighed Surili,Presbytis siamensis,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,6460,20.7083,,no,B,
Thomas's Langur,Presbytis thomasi,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,6689.99,12.225,,no,B,
Giant armadillo,Priodontes maximus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Priodontes,33000,,15,no,B,
Leopard cat,Prionailurus bengalensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,5000,,17,no,B,
Iriomote Cat,Prionailurus iriomotensis,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,4150,17.3,,no,B,
Flat-headed cat,Prionailurus planiceps,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,6750,,14,no,B,
Rusty-spotted cat,Prionailurus rubiginosus,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,1350,,17.9,no,B,
Fishing cat,Prionailurus viverrinus,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,10650,,17.2,no,B,
Banded Linsang,Prionodon linsang,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Prionodon,691.415,12.6417,,no,B,
Spotted Linsang,Prionodon pardicolor,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Prionodon,2821.34,13.475,,no,B,
Mongolian gazelle,Procapra gutturosa,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Procapra,30000,,12,no,B,
Tibetan Gazelle,Procapra picticaudata,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Procapra,23197.7,5.6,,no,B,
Przewalski's Gazelle,Procapra przewalskii,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Procapra,25348.8,5.6,,no,B,
Rock hyrax,Procavia capensis,Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia,4000,12,15,no,B,
Crab-eating raccoon,Procyon cancrivorus,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,6270,,19,no,B,
Common raccoon,Procyon lotor,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,6000,16,20,no,B,
"Andean spiny rat, or Short-tailed spiny-rat",Proechimys brevicauda,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,285,,6.8,no,B,
Boyaca Spiny Rat,Proechimys chrysaeolus,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,320.745,3.5,,no,B,
Pacific Spiny-rat,Proechimys decumanus,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,320.745,3.5,,no,B,
Goeldi's Spiny-rat,Proechimys goeldii,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,320.745,3.5,,no,B,
Guaira Spiny-rat,Proechimys guairae,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,350,7,,no,B,
Guyenne Spiny-rat,Proechimys guyannensis,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,335.265,4.8,,no,B,
Guyanan Spiny-rat,Proechimys hoplomyoides,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,320.745,3.5,,no,B,
Long-tailed Spiny-rat,Proechimys longicaudatus,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,280.75,3.5,,no,B,
Magdalena Spiny Rat,Proechimys magdalenae,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,320.745,3.5,,no,B,
Minca Spiny Rat,Proechimys mincae,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,320.745,3.5,,no,B,
O'Connell's Spiny-rat,Proechimys oconnelli,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,427.25,5.8,,no,B,
Patton's Spiny-rat,Proechimys pattoni,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,356.5,3.5,,no,B,
Gray-footed Spiny-rat,Proechimys poliopus,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,320.745,3.5,,no,B,
Napo Spiny-rat,Proechimys quadruplicatus,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,320.745,3.5,,no,B,
Roberto's Spiny-rat,Proechimys roberti,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,284.99,3.5,,no,B,
"Tome's spiny rat, or Spiny rat",Proechimys semispinosus,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,500,,5.8,no,B,
Simon's Spiny-rat,Proechimys simonsi,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,320.745,3.5,,no,B,
Steere's Spiny-rat,Proechimys steerei,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,284.99,3.5,,no,B,
Trinidad Spiny-rat,Proechimys trinitatus,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,356.5,3.5,,no,B,
Sucre Spiny-rat,Proechimys urichi,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,320.745,3.5,,no,B,
African golden cat,Profelis aurata,Animalia,Chordata,Mammalia,Carnivora,Felidae,Profelis,10650,,21,no,B,
Greater bamboo lemur,Prolemur simus,Animalia,Chordata,Mammalia,Primates,Lemuridae,Prolemur,1737.5,,17.6,no,B,
Natal Red Rock Hare,Pronolagus crassicaudatus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Pronolagus,2180.14,2.08333,,no,B,
Jameson's Red Rock Hare,Pronolagus randensis,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Pronolagus,2395.87,2.08333,,no,B,
Smith's Red Rock Hare,Pronolagus rupestris,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Pronolagus,2097.49,2.08333,,no,B,
Coquerel's Sifaka,Propithecus coquereli,Animalia,Chordata,Mammalia,Primates,Indridae,Propithecus,3622.7,30.5,,no,B,
Van der Decken's Sifaka,Propithecus deckenii,Animalia,Chordata,Mammalia,Primates,Indridae,Propithecus,3588.26,30.5,,no,B,
Diademed sifaka,Propithecus diadema,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,5550,21,,no,C,
Milne-Edwards's Sifaka,Propithecus edwardsi,Animalia,Chordata,Mammalia,Primates,Indridae,Propithecus,6568.99,11.0583,,no,B,
Perrier's Sifaka,Propithecus perrieri,Animalia,Chordata,Mammalia,Primates,Indridae,Propithecus,6414.49,11.0583,,no,B,
Golden-crowned sifaka,Propithecus tattersalli,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,3545,,20,no,C,
Verreaux's sifaka,Propithecus verreauxi,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,5000,31,,no,B,
Aardwolf,Proteles cristata,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Proteles,10000,,20,no,B,
Forest Giant Squirrel,Protoxerus stangeri,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Protoxerus,630.43,5.99167,,no,B,
Thorold's deer,Przewalskium albirostre,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Przewalskium,135000,,21.3,no,B,
White-lipped Deer,Przewalskium albirostris,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Przewalskium,135000,21.3,,no,B,
Fat sand rat,Psammomys obesus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Psammomys,212,,3.2,no,B,
Lesser Sand Rat,Psammomys vexillaris,Animalia,Chordata,Mammalia,Rodentia,Muridae,Psammomys,177.33,3.2,,no,B,
Sandstone Dibbler,Pseudantechinus bilarni,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,23.05,3,,no,B,
Fat-tailed marsupial mouse,Pseudantechinus macdonnellensis,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,32.5,,7,no,B,
Alexandria False Antechinus,Pseudantechinus mimulus,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,39.99,7.9,,no,B,
Ningbing False Antechinus,Pseudantechinus ningbing,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,20.74,2,,no,B,
Woolley's False Antechinus,Pseudantechinus woolleyae,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,40.615,4,,no,B,
"Common ringtail, or Ring-tailed possum",Pseudocheirus peregrinus,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,850,,10.1,no,B,
D'Albertis' Ringtail,Pseudochirops albertisii,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirops,784.85,1.75,,no,B,
Reclusive Ringtail,Pseudochirops coronatus,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirops,1090.35,1.75,,no,B,
Lowland Ringtail,Pseudochirulus canescens,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirulus,700,15,,no,B,
Cinereous Ringtail,Pseudochirulus cinereus,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Pseudochirulus,977.48,15,,no,B,
